Bottle,Price,Rating,Region,apple,banana,cherry,citrus,fruity,lemon,orange,pear,raisins,zest,balanced,complex,dry,earthy,heavy,light,lingering,mellow,mild,old,smooth,barley,buttery,butterscotch,candy,chocolate,cinnamon,cocoa,corn,honey,tea,toffee,clove,coffee,floral,licorice,malty,mint,nutmeg,peaty,peppery,roses,spices,sugar,tobacco,vanilla,wood,sherry,bitter,brine,creamy,ginger,herbal,maple,nutty,oak,rich,salty,smokey,sour,spicy,sweet,amber,brown,green,caramel,pal
Old Pulteney 1990 – Single Cask Bottling for The Official Line,,89.4,Highland ,,,,,,,,,,,2.0,,,,,2.0,,,,8.0,,,,,,,,,,,,,,,,,3.0,,,,,,,2.0,,,2.0,4.0,,,,,,,,5.0,2.0,3.0,,,1.0,3.0,,2.0,,,
Old Pulteney 21,74.7625,89.8125,Highland ,,,,,,,,,,,,,,,,,,,,4.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,2.0,,2.0,,,,,,,1.0,1.0,,,,,,1.0,,,1.0,
Old Rip Van Winkle 10 Year,51.91153846153846,90.6,Bourbon,,,1.0,,,,3.0,,,,4.0,,,,,,,,,1.0,,,,,2.0,1.0,4.0,,,,,1.0,,,,,,1.0,,,,,,2.0,1.0,4.0,,,3.0,,,,2.0,,,4.0,,,,,,2.0,,4.0,,1.0,
Old Weller Antique 107,24.176379310344828,87.1774193548387,Bourbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orphan Barrel Barterhouse 20,77.58333333333333,84.35714285714286,Bourbon,,,,1.0,,,2.0,,,,,2.0,,,,,,,,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,
Orphan Barrel Old Blowhard 26,172.0,83.77777777777777,Bourbon,,,,,,,,,,,2.0,,,,,,,,,7.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,3.0,2.0,,,,2.0,1.0,1.0,,,1.0,
Overeem Port Cask Cask Strength,150.0,85.66666666666667,Australia,,,,,,,1.0,,1.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,,,4.0,,,,,,,,1.0,1.0,,,5.0,,,,,2.0,,,,4.0,,2.0,,,1.0,,,2.0,,2.0,
Pappy Van Winkle Family Reserve Bourbon 15,143.16666666666666,93.4375,Bourbon,,,1.0,,,,3.0,,,,4.0,,,,,,,,,1.0,,,,,2.0,1.0,4.0,,,,,1.0,,,,,,1.0,,,,,,2.0,1.0,4.0,,,3.0,,,,2.0,,,4.0,,,,,,2.0,,4.0,,1.0,
Pappy Van Winkle Family Reserve Bourbon 20,357.25,92.4,Bourbon,,,3.0,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,6.0,3.0,,,,,,,,,2.0,,,,,,3.0,,,,6.0,
Parker's Heritage Collection Blend of Mashbills,68.15,91.16666666666667,Bourbon,,,2.0,2.0,4.0,,,,,,,,2.0,,,,2.0,,,,,,,,1.0,2.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,4.0,,,2.0,,2.0,,,,1.0,5.0,2.0,,,,1.0,6.0,2.0,,,6.0,
Parker's Heritage Collection Cognac Finished,90.0,92.66666666666667,Bourbon,,2.0,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,2.0,,,,,1.0,,2.0,,,,,,,,,1.0,2.0,,2.0,,,,,,,,,,4.0,,,,,,,,,1.0,,
Parker's Heritage Collection Promise of Hope,95.0,89.5,Bourbon,5.0,,2.0,,1.0,,,1.0,,,2.0,2.0,,,,,,,,2.0,,,,,,,1.0,2.0,1.0,2.0,,,,,,,,,2.0,,,,,2.0,,,2.0,,,,,,,,,,2.0,,,,,,,4.0,,3.0,
Parker's Heritage Collection Wheat Whiskey,87.87444444444445,89.81818181818181,Wheat,,,,,,,,,,,,2.0,,,,4.0,,,,,,1.0,,,,,5.0,,1.0,4.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,2.0,2.0,2.0,,,,
Pig's Nose,26.335,77.6,Blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,2.0,
Pike Creek 10,13.596666666666666,83.0,Canada,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
Port Ellen 32 12th Release,700.0,89.81818181818181,Islay,1.0,,,,,2.0,,,,,,,3.0,,,2.0,,,,3.0,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,5.0,,1.0,,,,2.0,,,,,
Redbreast 12,34.59777777777778,84.8,Irish,,2.0,,,,,,,,,,2.0,6.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,
Redbreast 12 Cask Strength B1/11,93.0,89.0,Irish,,,,,,2.0,,,,1.0,,,,,,2.0,,,,,2.0,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,3.0,,,,,
Redbreast 15,79.5,86.77777777777777,Irish,7.0,1.0,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,2.0,,,1.0,,,,,,1.0,,,,3.0,,,,,2.0,,,,,,,,,3.0,,,,,,,,,1.0,
Rittenhouse Rye 100,21.654516129032256,85.65,Rye,,,,,,,,,,,2.0,,1.0,,,,,,,,,1.0,,,,2.0,,,,,,,,,6.0,,,,,,1.0,1.0,,1.0,,1.0,8.0,,12.0,,2.0,,,,,,,,,,3.0,11.0,2.0,,,,
Rock Hill Farms Single Barrel Bourbon,61.285714285714285,85.75,Bourbon,1.0,,,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,1.0,3.0,,4.0,,,,,,,,,,1.0,,,,,2.0,3.0,1.0,6.0,2.0,1.0,
Rowan's Creek,37.8,82.42857142857143,Bourbon,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,4.0,,1.0,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,4.0,2.0,,,1.0,,,,,,,,,3.0,
Royal Lochnagar 12,43.5,78.66666666666667,Highland,2.0,,,1.0,,,,2.0,2.0,,,,,,,4.0,2.0,,,12.0,,,,,,,,,,2.0,,,,,6.0,,,,,,,,,,,8.0,,2.0,3.0,,,,,,,4.0,,,,,,2.0,,,10.0,1.0,
Russell's Reserve 10,28.93375,83.53846153846153,Bourbon,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,8.0,,,,,,,,2.0,,6.0,1.0,,,,,7.0,,,,2.0,
Russell's Reserve Single Barrel,52.07142857142857,86.73333333333333,Bourbon,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,2.0,,,6.0,,,,,,,,,,5.0,,,,,2.0,2.0,,,,6.0,
Sazerac 18,61.666666666666664,91.57142857142857,Rye,,,1.0,,,,1.0,,,,,,,,,4.0,,,,,1.0,,,1.0,,,11.0,,,1.0,,,,,,,,,,,,,6.0,2.0,,7.0,2.0,,,,,,,2.0,,3.0,,,,,,5.0,9.0,2.0,,2.0,
Sazerac Rye,27.643478260869564,83.78571428571429,Rye,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,,,,,,,,,,,,,,,2.0,,,,,1.0,
Scapa 16,68.83636363636364,81.6,Island ,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,2.0,,,,,
Seagram's Seven Crown,16.0,58.0,American,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,1.0,,4.0,2.0,,,,,,,,,4.0,,,,,,3.0,,,,,
Sheep Dip,38.75,81.77777777777777,Blend,,,,,,,,,,,,,3.0,,,,,,2.0,,,1.0,,,,,1.0,,,2.0,,,,,2.0,,,,,,,,,1.0,,,4.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,
Singleton of Glendullan 12,26.375,77.33333333333333,Speyside,2.0,,,3.0,,,2.0,,,1.0,,,2.0,1.0,,,,,,4.0,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,8.0,,,1.0,,,,3.0,,,,,,,2.0,2.0,,1.0,
Smokehead,0.54,77.0,Islay,,,,,,,,,,,,1.0,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
Smooth Ambler Old Scout Bourbon 7 Year,35.166666666666664,83.75,Bourbon,3.0,,,,1.0,,2.0,,,1.0,,,,,,,,,,2.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,2.0,,,,,,,3.0,,,,,4.0,3.0,,,,3.0,
Smooth Ambler Old Scout Rye 7 Year,36.778571428571425,87.2,Rye,,,,,,,,,,,,3.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,2.0,,,,,,2.0,2.0,,1.0,,,,,2.0,,,,,,
Speyburn 10,24.221999999999998,79.55,Speyside,,,,2.0,,,,,,,,2.0,,,,6.0,2.0,,,3.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,2.0,2.0,,,,,
Speyburn Bradan Orach,16.208333333333332,58.666666666666664,Speyside,,,,,,2.0,,,,1.0,,2.0,2.0,,,,,,,3.0,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
Springbank 10,52.97280000000001,84.71111111111111,Campbeltown,,,,4.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,,,,
Springbank 10 100 Proof,68.0,92.0,Campbeltown,,,,,,2.0,2.0,,,1.0,,,,,,2.0,,,,6.0,2.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,2.0,,,,,
Springbank 12 Calvados Wood,137.5,89.71428571428571,Campbeltown,2.0,,,1.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,1.0,,,,2.0,2.0,,,3.0,,4.0,,,,,
Springbank 12 Cask Strength,75.77777777777777,88.57142857142857,Campbeltown,5.0,3.0,,3.0,3.0,12.0,4.0,1.0,,,,2.0,,,,14.0,,,,8.0,,3.0,,,,,1.0,,,1.0,,1.0,,,,,5.0,,,,,,,,,3.0,2.0,1.0,,,,1.0,3.0,,1.0,10.0,,2.0,,11.0,7.0,4.0,,,5.0,,
Springbank 15,72.265,86.43333333333334,Campbeltown,,,,,2.0,2.0,,,,1.0,,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,5.0,2.0,,,,,,,,,,,,,1.0,,,2.0,,2.0,
Springbank 18,150.0,87.81818181818181,Campbeltown,,,,3.0,,,,,,,2.0,,,,,,2.0,,,,,2.0,,,3.0,4.0,,1.0,,4.0,,8.0,,,,2.0,,,,,3.0,,,2.0,,,,1.0,,1.0,,1.0,,,,,6.0,1.0,,,1.0,6.0,2.0,,,,
Springbank 21,450.0,91.875,Campbeltown,,,2.0,,2.0,,,,2.0,,,,,,,2.0,,,,2.0,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,
Springbank CV,39.0,83.0,Campbeltown,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,3.0,,1.0,,,2.0,,,,,,,,,,,4.0,,,
Stagg Jr,46.970454545454544,87.0,Bourbon,,,2.0,,,,,,,,,1.0,,,,,,,,,,,2.0,,,2.0,4.0,,1.0,,,,,,,,,,,,,,,1.0,2.0,1.0,,,4.0,,,,2.0,,,3.0,,,,,,2.0,,2.0,,1.0,
Stalk & Barrel Single Malt,0.8966666666666666,80.0,Canada,,,,,2.0,,,,,,,,5.0,,,2.0,,,,2.0,1.0,1.0,,,,,2.0,,1.0,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,2.0,,5.0,,,,,2.0,,,,,2.0,
Talisker 10,51.430789473684214,86.67256637168141,Island ,,3.0,,1.0,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,1.0,,,,2.0,,,,,
Talisker 18,88.72727272727273,88.6,Island ,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,1.0,1.0,,2.0,,,,3.0,,,,,,2.0,,,,,,2.0,,2.0,,,
Talisker 25,106.12571428571428,91.0,Island ,,3.0,,,,,,,,,,2.0,12.0,,,4.0,,,,2.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,4.0,8.0,2.0,,1.0,,,,,1.0,,2.0,,,,,4.0,,,,,
Talisker 30,187.875,88.16666666666667,Island,7.0,2.0,,5.0,11.0,12.0,5.0,2.0,,,,10.0,,6.0,,2.0,,,,10.0,,,,,2.0,6.0,3.0,,,1.0,,9.0,,1.0,,,,,3.0,2.0,,,6.0,,1.0,8.0,17.0,3.0,,7.0,8.0,11.0,,,,11.0,1.0,6.0,,2.0,6.0,2.0,,,7.0,,
Talisker 57° North,65.77857142857142,87.4074074074074,Island ,,,,1.0,,1.0,,,,,,,5.0,,,3.0,,,,,,,,,,,,,,1.0,,,,,1.0,,6.0,,,,,,,,,,4.0,4.0,2.0,1.0,,,1.0,,1.0,3.0,,1.0,,2.0,,2.0,,,,,
Talisker Distiller's Edition,76.0,88.41666666666667,Island ,,,,2.0,,,,,,,,,,,,8.0,,,,3.0,,,,,,,,,,1.0,,,,,2.0,,1.0,2.0,,,2.0,,,,,,,,,3.0,,,5.0,,,,,,,,3.0,7.0,,,,,
Talisker Distiller's Edition 2000,77.5,87.25,Island ,,,,,,1.0,2.0,,,1.0,,,,,,3.0,,,2.0,,2.0,,,,,,2.0,,,1.0,,2.0,,1.0,3.0,,,,2.0,,,,2.0,,1.0,5.0,,4.0,,3.0,,1.0,,,,3.0,2.0,,,,,,,,,3.0,
Talisker Distiller's Edition 2012,77.42857142857143,89.4,Island ,,,,,,,2.0,,,1.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,2.0,,,
Talisker Distiller's Edition 2013,36.2375,89.14285714285714,Island,,,,1.0,,1.0,,,,,,,5.0,,,3.0,,,,,,,,,,,,,,1.0,,,,,1.0,,6.0,,,,,,,,,,4.0,4.0,2.0,1.0,,,1.0,,1.0,3.0,,1.0,,2.0,,2.0,,,,,
Talisker Port Ruighe,44.93333333333334,85.44444444444444,Island ,,,,1.0,,1.0,,,,,,,5.0,,,3.0,,,,,,,,,,,,,,1.0,,,,,1.0,,6.0,,,,,,,,,,4.0,4.0,2.0,1.0,,,1.0,,1.0,3.0,,1.0,,2.0,,2.0,,,,,
Talisker Storm,45.125,83.5,Island,,,,2.0,,,,,,,,,,,,8.0,,,,3.0,,,,,,,,,,1.0,,,,,2.0,,1.0,2.0,,,2.0,,,,,,,,,3.0,,,5.0,,,,,,,,3.0,7.0,,,,,
Tamdhu 8 Signatory 2005,59.285714285714285,90.9,Speyside,,,,,,2.0,2.0,3.0,,,,1.0,2.0,,,2.0,,,,,,,,,1.0,2.0,,,,,1.0,,,,3.0,,,,1.0,,,2.0,,,,,,,,,,2.0,,,,2.0,1.0,,,,,,,,,2.0,
Té Bheag,10.913333333333334,82.9,Blend,,2.0,,,3.0,,,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,,,,,,4.0,,,
Teacher's Highland Cream,19.055,72.33333333333333,Blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teeling Small Batch,18.926,85.0,Irish,1.0,,,,6.0,,3.0,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
Templeton Rye,39.0,65.16666666666667,Rye,,,,,,,6.0,,,,1.0,,,2.0,2.0,,,,,,,2.0,,,2.0,,2.0,,,,,,3.0,,,,,,,,,,2.0,,,,5.0,,,,,,,,,,,,,,,,,,,2.0,
Thomas H. Handy,79.1222222222222,93.3076923076923,Rye,,,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,
Thomas H. Handy 2013,73.33333333333333,90.3,Rye,,,8.0,,,,,,,,2.0,,,,2.0,4.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,6.0,,,2.0,,,,,,,,,,,2.0,,,,,,2.0,,,,,
Tobermory 10,29.960625,82.8,Island ,2.0,1.0,,,1.0,,2.0,1.0,,,2.0,,,,2.0,19.0,,1.0,,,,,,,4.0,2.0,,,,,,,,,6.0,,,,,,,,,,,2.0,,,1.0,,,1.0,,,1.0,,,8.0,,,,2.0,,,,2.0,
Tobermory 15,116.0875,88.29411764705883,Island ,,,,,,2.0,,,,,1.0,,,,2.0,,,,,2.0,,,,2.0,,,,,,,,4.0,2.0,,,,,,,,,,,,,6.0,,,,4.0,,,,,,,,,,,,2.0,,,,,
Tomatin 12,28.092352941176472,74.81481481481481,Highland ,,,,,,,,,,,,,,,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,4.0,,,,,
Tomatin 15,53.75,79.58333333333333,Highland ,,4.0,,,,,,,3.0,,,4.0,2.0,,,3.0,,,,,,,,,,,,,,4.0,,,,,2.0,,,,,,1.0,,,1.0,,3.0,,11.0,,,,,,1.0,,4.0,,,,,,,,2.0,,1.0,
Tomatin 18,36.16142857142857,84.70588235294117,Highland ,5.0,,,,,1.0,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,2.0,,,,3.0,,,,,,,,,3.0,,,,,,2.0,,,2.0,,,,,1.0,,1.0,,,6.0,,
Tomatin Decades,95.0,86.5,Highland ,,,,,,,,2.0,1.0,,2.0,,,,,2.0,2.0,,,7.0,1.0,,,,,,,,,2.0,,3.0,,,1.0,,,,,,,,,,,,2.0,8.0,2.0,,2.0,2.0,,,2.0,,3.0,,,,2.0,,,,,,
Tomintoul 10,17.725,74.875,Speyside,,,,,,,,,,,,,,,,2.0,,,,4.0,2.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,4.0,,,2.0,,,,2.0,,,,,,,,,,,,,,
Tomintoul 14,,81.16666666666667,Speyside,1.0,,,,,1.0,,,,,,,,,,,,,3.0,1.0,,,,,,5.0,,,,3.0,,,4.0,,,,,,,,,,,,,3.0,,,,,1.0,2.0,,,,,,,,,,,,,6.0,,
Tomintoul 16,42.17333333333333,79.3,Speyside,2.0,,,,,,,,,,,,,,,2.0,,,,2.0,1.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomintoul Peaty Tang,45.0,76.42857142857143,Speyside,,,,2.0,6.0,9.0,,,,,,,1.0,3.0,,7.0,,,,2.0,,,,,,4.0,,,,,,,,4.0,,,1.0,,,2.0,,,,,,2.0,,,2.0,,,,,,,6.0,,,,4.0,,,,,,,
Tyrconnell Irish Single Malt,19.225,72.66666666666667,Irish,,,,2.0,,,,,,,,2.0,,,,8.0,,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,
Van Winkle Family Reserve Rye 13 Years Old,77.33333333333333,88.83333333333333,Rye,2.0,,,,,,1.0,,,,,6.0,,,,,,,,8.0,2.0,,,,,,,,1.0,,,,2.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,
Van Winkle Special Reserve 12 Year Lot B,56.82,88.0,Bourbon,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,1.0,,,1.0,,,2.0,,2.0,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,2.0,,,,,
Very Old Barton Bottled In Bond,16.428571428571427,84.14285714285714,Bourbon,,3.0,,2.0,,,2.0,,,,,,,1.0,,,,,,4.0,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,3.0,,,,2.0,2.0,2.0,,,,1.0,
W.L. Weller 12,26.328378378378382,88.14,Bourbon,,,,,,,,,,,,,,,,1.0,,,,,,,,,,6.0,2.0,,,1.0,,,,,,,,1.0,,,,,,,,3.0,,,,,,2.0,,,,4.0,,,2.0,,,8.0,,,,3.0,
W.L. Weller Special Reserve,16.535,80.30434782608695,Bourbon,7.0,,1.0,,,,,,,,,1.0,,,,3.0,,,,2.0,1.0,,,,,,1.0,,,3.0,,,,,,,,,,,,2.0,,1.0,,,3.0,,,,,,,,,,,,,,,12.0,,,,5.0,
Whistle Pig 10 Straight Rye,66.375,88.1,Rye,,,,,3.0,4.0,,,,2.0,2.0,,,,,4.0,4.0,,4.0,,2.0,,,1.0,3.0,,4.0,,1.0,,1.0,,,2.0,,,,,,,,,,4.0,3.0,2.0,,,1.0,,,,,,4.0,5.0,,,,,,2.0,,4.0,,3.0,
Whistle Pig Boss Hog,150.0,90.625,Rye,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
White Oak Akashi 14,167.5,93.5,Japan,,,,,,,,,,,2.0,2.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,1.0,,2.0,4.0,,,,,,,,2.0,2.0,,,,2.0,,,,,,
Wild Turkey 101,19.822307692307692,85.75510204081633,Bourbon,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,2.0,,,
Wild Turkey 101 Rye,32.7,84.92857142857143,Rye,,,,,,,3.0,,,,,,,,,,,,,,,3.0,,,,,2.0,,2.0,1.0,,,,,,,,,,,1.0,,2.0,,,5.0,,,,,,,,,,,,,,,2.0,,,,,,
Wild Turkey 81,11.153333333333334,76.85714285714286,Bourbon,,,,,,,,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,
Wild Turkey Forgiven,49.166666666666664,80.16666666666667,American ,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,2.0,,,,,,,1.0,
Wild Turkey Rare Breed,31.128,88.17241379310344,Bourbon,,7.0,,,8.0,,,,,,,,,,1.0,,,,,4.0,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,3.0,,,4.0,,,,,4.0,,12.0,3.0,,,,9.0,8.0,,,,5.0,
Willett 4 Year Rye,38.52222222222222,89.16666666666667,Rye,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,1.0,,,,,1.0,,,,,1.0,
Willett Family Estate 2 Year Small Batch Rye,39.8,84.0,Rye,,,,3.0,,,,,,,,5.0,3.0,,,7.0,,,,,,,,,,,7.0,,,,,1.0,,,,,,2.0,,,4.0,,1.0,3.0,,6.0,,,,,,,,,9.0,10.0,,,,,7.0,2.0,2.0,6.0,,,
William Larue Weller,80.71428571428571,95.5,Bourbon,,,,,,,,,,,2.0,3.0,,,,,2.0,,,1.0,,,,2.0,,1.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,2.0,,,3.0,2.0,,,1.0,1.0,,,,1.0,
Wiser's Legacy,29.606,86.5,Canada,,,,,,,,,,,,,,,,,,2.0,,3.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,6.0,1.0,,,,,,,2.0,,,,,,,2.0,3.0,,,,,
Woodford Reserve,31.5,78.16666666666667,Bourbon,,1.0,,10.0,,1.0,12.0,,6.0,,,2.0,,2.0,,2.0,2.0,,,,,,,,,7.0,7.0,,,5.0,,,,4.0,,,,6.0,2.0,2.0,,,4.0,1.0,,6.0,3.0,8.0,8.0,1.0,,1.0,,,,5.0,2.0,,,2.0,5.0,8.0,8.0,4.0,,,
Woodford Reserve Distiller's Select,27.15466666666667,80.93333333333334,Bourbon,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,2.0,,,,,,,,,,1.0,
Woodford Reserve Double Oaked,37.435,80.55555555555556,Bourbon,,7.0,,,8.0,,,,,,,,,,1.0,,,,,4.0,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,3.0,,,4.0,,,,,4.0,,12.0,3.0,,,,9.0,8.0,,,,5.0,
Yamazaki 12,56.98823529411764,81.33333333333333,Japan,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,
Yamazaki 18,30103.6,87.57142857142857,Japan,,6.0,,,,,,,4.0,,2.0,,,,,1.0,,,,,2.0,,,,,6.0,3.0,,,1.0,,1.0,,,,,,,2.0,,,,6.0,,2.0,,,,,,,2.0,,,,,,,,,,1.0,,,,,
Yoichi 26 SMWS 116.20,,88.42857142857143,Japan,2.0,1.0,5.0,6.0,,2.0,4.0,3.0,1.0,,,4.0,,1.0,2.0,10.0,4.0,,6.0,16.0,,,,,,2.0,3.0,1.0,,8.0,2.0,7.0,,,,1.0,,,,4.0,,,2.0,1.0,1.0,14.0,13.0,2.0,,,2.0,,,,,37.0,2.0,2.0,,,2.0,8.0,2.0,,2.0,5.0,
